time elapsed,timestamp,S0.iMC0.MEM_BW_TOTAL,S0.iMC1.MEM_BW_TOTAL,S0.iMC2.MEM_BW_TOTAL,totalmembw
422,42.44969391,0.001269579,1.58E-05,0.000121295,0.014066696
423,42.55021389,0.001268744,1.56E-05,0.000131905,0.01416266
424,42.65079251,0.001268446,1.61E-05,0.000119746,0.014042854
425,42.75138741,0.000519872,1.06E-05,0.000124991,0.006554127
426,42.85186528,4.03E-05,5.30E-06,0.000121534,0.001671314
427,42.95233065,0.001267195,1.75E-05,0.000116527,0.01401186
428,43.05279533,0.001266003,1.59E-05,0.000148654,0.014305115
429,43.15327194,0.001267076,1.92E-05,0.000115871,0.014021397
430,43.25377883,0.001266479,1.82E-05,0.000133872,0.014185309
431,43.35428297,0.00126636,1.73E-05,0.000118554,0.014021993
432,43.45486559,0.00126785,1.56E-05,0.000116289,0.013997555
433,43.55542875,0.000880718,1.59E-05,0.000155747,0.0105232
434,43.65599775,3.15E-05,3.76E-06,0.000111163,0.00146389
435,43.75656196,0.00028795,5.36E-06,0.000127554,0.004208684
436,43.85707353,3.67E-05,3.04E-06,0.000111043,0.001507401
437,43.95758424,0.001308203,5.31E-05,0.000152647,0.01513958
438,44.05809136,0.001268387,1.59E-05,0.000137687,0.01421988
439,44.15872295,0.001267612,1.82E-05,0.00011903,0.014048219
440,44.25929913,0.000243306,1.17E-05,0.00012356,0.003786087
441,44.35981592,4.82E-05,1.32E-05,0.000124693,0.001860261
442,44.46033382,0.001336277,8.30E-05,0.000308514,0.017278194
443,44.56086524,0.001267016,1.81E-05,0.000136614,0.0142169
444,44.66138941,0.001268029,1.88E-05,0.000122309,0.01409173
445,44.76189975,0.001268208,1.84E-05,0.000145197,0.014317632
446,44.86246308,0.001267314,1.59E-05,0.000128448,0.014116168
447,44.96296833,0.001268327,1.56E-05,0.000120938,0.014048815
448,45.06347121,0.001266599,1.59E-05,0.000144005,0.014264584
449,45.16398329,0.00126791,1.58E-05,0.000117421,0.014011264
450,45.26449528,0.00126636,2.30E-05,0.000124395,0.014137626
451,45.36500137,0.001266539,1.64E-05,0.000126541,0.01409471
452,45.46551152,0.001267433,1.57E-05,0.000118375,0.014015436
453,45.56601555,0.001270831,1.69E-05,0.000141442,0.014291406
454,45.6666199,0.001268327,1.56E-05,0.000120878,0.014047623
455,45.76716222,0.000127017,5.36E-06,0.000118077,0.002504587
456,45.86759376,0.000585735,0.000141323,0.000339448,0.010665059
457,45.96788255,0.001269937,2.06E-05,0.000129938,0.014204383
458,46.06816938,0.00126642,1.94E-05,0.000147462,0.014332533
459,46.16844486,0.001414955,0.000173807,0.000445068,0.020338297
460,46.26872552,0.001266301,1.91E-05,0.000131249,0.014166832
461,46.36900995,0.001265526,1.99E-05,0.00012368,0.014091134
462,46.46928235,0.001265466,2.02E-05,0.000131488,0.0141716
463,46.56954333,0.001265705,1.85E-05,0.000125647,0.014098287
464,46.66982875,0.001264334,1.63E-05,0.000122011,0.014026761
465,46.77007452,0.001265705,1.72E-05,0.000144899,0.014278293
466,46.87034188,0.001393199,0.000142276,0.000483632,0.020191073
467,46.97059334,0.001267612,1.93E-05,0.000141144,0.014280081
468,47.07084462,0.001266778,1.56E-05,0.000137329,0.01419723
469,47.17109786,0.001265466,1.58E-05,0.000117302,0.013985634
470,47.27135035,0.001262784,2.69E-05,0.000148118,0.014377832
471,47.37160182,0.001264572,1.56E-05,0.000120103,0.014002323
472,47.47186227,0.001265883,1.60E-05,0.000128865,0.014107823
473,47.57211382,0.001266062,1.53E-05,0.000116825,0.013982058
474,47.6723639,0.001265407,1.58E-05,0.000116825,0.013980269
475,47.77261747,0.001265645,1.79E-05,0.000135362,0.014189482
476,47.87288666,0.001321912,7.49E-05,0.000224471,0.016213059
477,47.97315725,0.001264393,1.85E-05,0.000138998,0.014218688
478,48.073428,0.001265109,1.83E-05,0.000124276,0.014076829
479,48.17369745,0.001263678,1.53E-05,0.000120997,0.013999939
480,48.27395043,0.001265168,2.03E-05,0.00013572,0.014211535
481,48.37419856,0.00126332,1.82E-05,0.000115812,0.013973117
482,48.47446429,0.001264155,1.91E-05,0.00013572,0.014190078
483,48.57471456,0.001265228,1.61E-05,0.000136375,0.014176965
484,48.67496366,0.001265705,1.73E-05,0.000123084,0.014061332
485,48.77521482,0.001263857,1.60E-05,0.000137568,0.014174581
486,48.8754765,0.001321852,7.34E-05,0.000220001,0.016152263
487,48.97574037,0.001266479,1.63E-05,0.00013721,0.014199615
488,49.07599579,0.00126642,1.56E-05,0.000122011,0.01404047
489,49.17624311,0.001265764,1.55E-05,0.000118792,0.014000535
490,49.27650717,0.00126344,1.71E-05,0.000137448,0.014179945
491,49.37676114,0.001260936,2.18E-05,0.000117421,0.014001727
492,49.4770229,0.001265466,1.60E-05,0.000142813,0.01424253
493,49.57727609,0.001266956,1.63E-05,0.00011605,0.013993382
494,49.67753054,0.001263559,1.75E-05,0.000123501,0.014045238
495,49.77780875,0.001264274,1.86E-05,0.000138283,0.014211535
496,49.8780861,0.007465661,0.006233871,0.009368181,0.230677128
497,49.97834549,0.001600742,0.000347078,0.00080961,0.027574301
498,50.07858978,0.001284003,3.54E-05,0.000169516,0.01488924
499,50.17884049,0.001305819,5.64E-05,0.000249743,0.01611948
500,50.27909095,0.001290917,4.37E-05,0.000226974,0.015615821
501,50.37933943,0.001277566,3.79E-05,0.000148177,0.014636517
502,50.47959067,0.001273453,2.60E-05,0.00014919,0.014486313
503,50.57984281,0.001273215,2.46E-05,0.000142992,0.014408231
504,50.68008901,0.001289189,4.19E-05,0.000187278,0.015183687
505,50.78034394,0.001279354,2.96E-05,0.000168562,0.014775395
506,50.88059421,0.004017234,0.00274986,0.003482401,0.102494955
507,50.98084272,0.00129962,5.01E-05,0.000195682,0.015453696
508,51.08109699,0.001268029,1.81E-05,0.000120878,0.014069676
509,51.18134762,0.001272857,2.57E-05,0.0001508,0.014494061
510,51.28159576,0.001265883,2.04E-05,0.000127316,0.014136434
511,51.38184463,0.001265228,2.17E-05,0.000123978,0.014109015
512,51.48209045,0.001268387,2.12E-05,0.000141919,0.014315248
513,51.5823496,0.001268804,2.28E-05,0.000127614,0.014192462
514,51.68259513,0.00127691,3.12E-05,0.000165641,0.014737844
515,51.7828563,0.001265883,2.07E-05,0.000131428,0.014180541
516,51.88312046,0.006515324,0.005280018,0.006415248,0.182105899
517,51.98336757,0.001443982,0.000189364,0.000487506,0.021208525
518,52.08362334,0.001283109,3.68E-05,0.000170708,0.01490593
519,52.18387437,0.001294434,4.58E-05,0.000218034,0.015582442
520,52.28411706,0.001273632,2.46E-05,0.000144482,0.014427304
521,52.38436244,0.001277864,3.58E-05,0.000142813,0.014564395
522,52.48462239,0.001271009,2.30E-05,0.000158608,0.014526248
523,52.58487553,0.001278937,3.23E-05,0.00016129,0.014725327
524,52.68513143,0.001300156,4.76E-05,0.000185966,0.015336871
525,52.78538427,0.001322925,7.74E-05,0.000367641,0.01767993
526,52.88563626,0.00402981,0.002774775,0.003378808,0.10183394
527,52.98588592,0.001276433,2.77E-05,0.000174105,0.014782548
528,53.08613742,0.001268804,2.30E-05,0.000128448,0.014202595
529,53.18639569,0.001275778,2.93E-05,0.000157535,0.014626384
530,53.28664328,0.001265466,2.01E-05,0.000121832,0.014074445
531,53.38688857,0.00127089,2.63E-05,0.000134826,0.014320016
532,53.48714041,0.001269042,2.28E-05,0.000144839,0.014366508
533,53.5873853,0.001267076,2.19E-05,0.000128567,0.014175773
534,53.68762952,0.001269519,2.32E-05,0.000141382,0.014340878
535,53.78789262,0.001265883,1.99E-05,0.000137329,0.014231205
536,53.8881697,0.009274185,0.008038759,0.009553492,0.26866436
537,53.98841961,0.001545668,0.000289857,0.000693738,0.025292635
538,54.08867259,0.001290023,4.33E-05,0.00018388,0.015172362
539,54.18893137,0.001320422,7.18E-05,0.000289023,0.016812086
540,54.28918114,0.001296461,4.85E-05,0.0002141,0.015590191
541,54.38943065,0.001290619,4.07E-05,0.000190496,0.015217662
542,54.48968536,0.001279533,4.67E-05,0.000192285,0.015185475
543,54.58993985,0.00127542,2.55E-05,0.000143051,0.014439821
544,54.69019023,0.001282573,3.25E-05,0.000168264,0.014833212
545,54.79044559,0.001280129,3.17E-05,0.000148118,0.014599562
546,54.89073508,0.009647965,0.008354902,0.009101272,0.271041393
547,54.99101556,0.008271992,0.006975949,0.007143319,0.223912597
548,55.09129045,0.008216918,0.006943285,0.007051766,0.222119689
549,55.19157197,0.008197963,0.006892204,0.007015169,0.221053362
550,55.29183871,0.00823307,0.006934166,0.007034838,0.222020745
551,55.39211537,0.00823468,0.006923914,0.007023215,0.221818089
552,55.49239443,0.008232176,0.006934524,0.007079363,0.222460628
553,55.59267607,0.008218408,0.00693953,0.007066965,0.222249031
554,55.69294872,0.008244157,0.006938934,0.00704968,0.222327709
555,55.79322902,0.008229852,0.006906688,0.007015586,0.221521258
556,55.89351009,0.0082376,0.006939471,0.007058501,0.222355723
557,55.99378881,0.008214891,0.006904542,0.007055223,0.221746564
558,56.09406938,0.008221269,0.006934047,0.007035673,0.221909881
559,56.1943621,0.008206606,0.006927252,0.007050872,0.221847296
560,56.29464058,0.008220971,0.006931305,0.007028699,0.221809745
561,56.3949153,0.00821954,0.006930768,0.007043839,0.221941471
562,56.49518581,0.008213818,0.006957948,0.007058024,0.222297907
563,56.59546683,0.008212149,0.006916583,0.007007599,0.221363306
564,56.69574662,0.008236885,0.006945789,0.007046759,0.222294331
565,56.79602982,0.008228242,0.006936848,0.007031202,0.221962929
566,56.89630936,0.008487284,0.007172048,0.007578254,0.23237586
567,56.99658639,0.008222282,0.006930113,0.007017076,0.221694708
568,57.09686296,0.008238077,0.006943166,0.007015288,0.221965313
569,57.19714461,0.008217931,0.006927192,0.007034481,0.221796036
570,57.29742685,0.008248627,0.006951869,0.007044315,0.222448111
571,57.39770533,0.008231044,0.006929576,0.007049441,0.222100616
572,57.49798144,0.008237422,0.006934047,0.007016122,0.221875906
573,57.5982222,0.008221507,0.006910682,0.007024646,0.221568346
574,57.69849921,0.008205414,0.006931663,0.00705272,0.22189796
575,57.79877252,0.00822562,0.006938279,0.007027328,0.221912265
576,57.89904971,0.008220255,0.006937265,0.007071733,0.222292542
577,57.99932627,0.008224487,0.006924868,0.007029831,0.221791863
578,58.09959763,0.008228898,0.006932557,0.007028103,0.221895576
579,58.1998791,0.008206367,0.006921351,0.007026494,0.22154212
580,58.30015859,0.008240521,0.006940961,0.00704205,0.222235322
581,58.40043708,0.008226991,0.006920218,0.007047415,0.221946239
582,58.50071831,0.008213878,0.006937444,0.007019281,0.221706033
583,58.60099699,0.008215368,0.006945014,0.007015526,0.221759081
584,58.70127719,0.008220911,0.006923437,0.007043362,0.221877098
585,58.80155397,0.008224547,0.006925941,0.00701654,0.22167027
586,58.90183523,0.008232117,0.006942034,0.007059634,0.222337842
587,59.00210608,0.008232772,0.00691843,0.007027447,0.221786499
588,59.10239379,0.008214474,0.006911695,0.007032454,0.221586227
589,59.20267326,0.008222938,0.006920159,0.007046521,0.221896172
590,59.30294892,0.008217514,0.006928205,0.007032692,0.221784115
591,59.40322805,0.008214653,0.00694859,0.007059097,0.222223401
592,59.50350173,0.008227825,0.006935477,0.007026672,0.221899748
593,59.60378149,0.008208156,0.006924927,0.007019103,0.221521854
594,59.70406356,0.008232236,0.006922483,0.007011712,0.22166431
595,59.80433841,0.008246303,0.006934047,0.007020056,0.222004056
596,59.90461808,0.008228302,0.006940663,0.007042766,0.222117305
597,60.00489802,0.008221269,0.00694418,0.00704354,0.222089887
598,60.10517601,0.008249521,0.006937861,0.007014751,0.222021341
599,60.20545358,0.008220017,0.006938875,0.007076859,0.222357512
600,60.30573453,0.008216977,0.006899714,0.007022142,0.22138834
601,60.4060126,0.008223593,0.006964266,0.007065296,0.222531557
602,60.50629941,0.008204043,0.006922185,0.007010937,0.221371651
603,60.60658289,0.008257329,0.006983876,0.007105052,0.223462582
604,60.70686192,0.008225203,0.006942153,0.00701952,0.221868753
605,60.80714058,0.0082497,0.006941259,0.007032812,0.222237706
606,60.90741883,0.008223712,0.006936133,0.007043421,0.222032666
607,61.00769973,0.00825578,0.0069561,0.007041514,0.222533941
608,61.10798108,0.008210242,0.006931484,0.007056117,0.221978426
609,61.20826103,0.008237064,0.006946206,0.007044435,0.222277045
610,61.30853713,0.008244634,0.006939709,0.00703162,0.222159624
611,61.40882147,0.008238196,0.006942511,0.007063985,0.222446918
612,61.50909966,0.008231223,0.006968141,0.007049918,0.222492814
613,61.60938132,0.008226514,0.006961405,0.007053494,0.222414136
614,61.70965438,0.008241117,0.00693512,0.007027328,0.222035646
615,61.8099328,0.008232713,0.006912887,0.007031202,0.221768022
616,61.91022318,0.008243859,0.006955624,0.007046461,0.222459435
617,62.01049864,0.008236289,0.006939828,0.007028759,0.222048759
618,62.11077692,0.008213997,0.006955504,0.007056892,0.222263932
619,62.21105864,0.008229554,0.006936967,0.007035434,0.222019553
620,62.31133475,0.008229196,0.006937087,0.007044435,0.222107172
621,62.41161273,0.008240879,0.00692898,0.007046223,0.222160816
622,62.51189262,0.008263052,0.006932974,0.007055402,0.222514272
623,62.6121733,0.008235812,0.006951213,0.007061064,0.222480893
624,62.71245258,0.008237422,0.00694102,0.007011771,0.221902132
625,62.81272729,0.008233905,0.006935656,0.007050276,0.222198367
626,62.91300497,0.008221745,0.006915152,0.007036448,0.221733451
627,63.01328402,0.008260131,0.006923974,0.007053852,0.222379565
628,63.11356172,0.008247375,0.00695163,0.007055521,0.222545266
629,63.21383619,0.008247495,0.006946921,0.007051885,0.222463012
630,63.31411338,0.00821656,0.006928802,0.007008493,0.221538544
631,63.41440406,0.008232713,0.006937683,0.007055521,0.222259164
632,63.51468268,0.008250475,0.006937802,0.007038414,0.222266912
633,63.61496133,0.008256137,0.006944776,0.007059932,0.222608447
634,63.71524033,0.008218348,0.006930649,0.007037699,0.221866965
635,63.81551958,0.008244395,0.006927907,0.007019162,0.221914649
636,63.91579781,0.008247912,0.006942451,0.007071912,0.222622752
637,64.0160771,0.008243144,0.006937802,0.00702852,0.222094655
638,64.11635474,0.008256614,0.006941378,0.007048666,0.222466588
639,64.21663584,0.008252323,0.006934404,0.007023573,0.222103
640,64.316915,0.008241653,0.006942809,0.007010043,0.221945047
641,64.41719467,0.008249402,0.006946802,0.007074893,0.222710967
642,64.51747521,0.008240759,0.006967127,0.007092237,0.223001242
643,64.61775623,0.008232653,0.006909966,0.007070243,0.22212863
644,64.71802896,0.00823307,0.006942868,0.007032692,0.22208631
645,64.81831688,0.00824672,0.00693053,0.007050276,0.222275257
646,64.9185922,0.008247375,0.006954372,0.007048726,0.222504735
647,65.01886528,0.008217812,0.006918907,0.007014394,0.221511126
648,65.11914324,0.008237362,0.006938398,0.007068753,0.22244513
649,65.21941949,0.008231938,0.006950498,0.007038832,0.222212672
650,65.31969938,0.008240819,0.006939828,0.007072628,0.222532749
651,65.41997105,0.008261383,0.006947696,0.007029891,0.222389698
652,65.52024422,0.008211315,0.006938696,0.007035673,0.221856833
653,65.62052144,0.00821656,0.00692749,0.007025421,0.221694708
654,65.72080034,0.008255005,0.006943762,0.007044077,0.222428441
655,65.82107852,0.008248925,0.006954253,0.007042348,0.222455263
656,65.92135119,0.00822109,0.006935894,0.007033825,0.221908092
657,66.02163266,0.008210242,0.006964028,0.007023573,0.221978426
658,66.12191297,0.008258224,0.006952465,0.007053018,0.222637057
659,66.22219309,0.008242309,0.006941199,0.00703609,0.222195983
660,66.32247657,0.008243322,0.006927311,0.00706315,0.222337842
661,66.42275658,0.008243024,0.006934404,0.007034183,0.222116113
662,66.52303483,0.008255303,0.006943524,0.007037282,0.222361088
663,66.62331429,0.008237362,0.006953955,0.007062733,0.222540498
664,66.72359515,0.00820446,0.006941915,0.007039309,0.221856833
665,66.82387393,0.008247554,0.006945848,0.007044911,0.222383142
666,66.92414435,0.008339643,0.007032156,0.007208228,0.225800276
667,67.02442548,0.008214891,0.006933987,0.007031262,0.2218014
668,67.12470101,0.008228123,0.006925166,0.007052898,0.222061872
669,67.22497611,0.008242726,0.006939411,0.007056415,0.222385526
670,67.32525334,0.008229136,0.006943405,0.007062495,0.222350359
671,67.4255323,0.008231819,0.006927848,0.007041454,0.222011209
672,67.52580835,0.008231878,0.006960571,0.007051587,0.222440362
673,67.62608292,0.008242846,0.00695014,0.007029891,0.222228765
674,67.72636672,0.00826484,0.00696516,0.007228732,0.224587321
675,67.82664597,0.008212209,0.006901443,0.007040977,0.221546292
676,67.92692645,0.008240163,0.006950915,0.007054567,0.222456455
677,68.02720189,0.008228242,0.006945133,0.007034361,0.22207737
678,68.12748,0.008199096,0.006917894,0.007022381,0.221393704
679,68.22776159,0.008232713,0.006939948,0.00705874,0.222314
680,68.32804009,0.008251488,0.006936193,0.007081032,0.222687125
681,68.42831835,0.008246839,0.00693351,0.007033169,0.222135186
682,68.5285928,0.00824827,0.006929696,0.007026374,0.222043395
683,68.62887366,0.008247674,0.006941617,0.007045388,0.222346783
684,68.72915453,0.008240402,0.006936908,0.007015884,0.221931934
685,68.82943421,0.008236229,0.006954551,0.007072508,0.222632885
686,68.92970553,0.00822717,0.006945848,0.00702852,0.222015381
687,69.02998167,0.008240938,0.006920159,0.007022142,0.221832395
688,69.13022232,0.008246124,0.006941319,0.007033467,0.222209096
689,69.23050379,0.008241594,0.006931543,0.007032037,0.22205174
690,69.33078555,0.008257449,0.006936312,0.007065833,0.22259593
691,69.43106743,0.008240104,0.006953597,0.007027924,0.222216249
692,69.53134671,0.008236766,0.006935894,0.007055998,0.222286582
693,69.63162497,0.008256733,0.006975234,0.007059276,0.222912431
694,69.73191111,0.008241594,0.006933391,0.007030368,0.222053528
695,69.83227841,0.008641243,0.007337451,0.008724689,0.247033834
696,69.93261787,0.001612663,0.000370443,0.001496613,0.034797192
697,70.03286935,0.001204252,2.24E-05,0.000160813,0.013874173
698,70.13317773,0.001270413,2.27E-05,0.000135481,0.014286041
699,70.2336953,0.001269996,2.13E-05,0.000128865,0.014201403
700,70.33419888,0.001273751,1.83E-05,0.000150204,0.014422536
701,70.43473245,0.001270294,1.81E-05,0.000118852,0.014072061
702,70.53524341,0.001269639,1.68E-05,0.000136375,0.014228225
703,70.63576883,0.001268983,1.79E-05,0.000116348,0.014032125
704,70.73628769,0.001268625,1.95E-05,0.000124991,0.014131069
705,70.83679872,0.001266837,2.10E-05,0.000136435,0.014243126
706,70.93731503,0.00127393,2.10E-05,0.000141978,0.014368892
707,71.03782,0.001267731,1.87E-05,0.000129759,0.014162064
708,71.13840015,0.00126791,1.84E-05,0.000127435,0.01413703
709,71.23891649,0.001268923,1.96E-05,0.000122309,0.014107823
710,71.33941995,0.001272202,2.17E-05,0.000150263,0.014441609
711,71.43992327,0.001267493,1.60E-05,0.000118852,0.014023781
712,71.54042836,0.001267254,1.67E-05,0.00014323,0.014272332
713,71.64101293,0.001277685,2.64E-05,0.00014323,0.0144732
714,71.74157822,0.0004403,1.08E-05,0.000111282,0.005623698
715,71.84207835,4.54E-05,5.54E-06,0.000125229,0.001761913
716,71.94261222,0.001267195,1.62E-05,0.000126719,0.014101267
717,72.04312016,0.001268208,1.60E-05,0.00014174,0.014259815
718,72.14363087,0.001269877,1.56E-05,0.000123799,0.014092326
719,72.24413877,0.001269281,1.60E-05,0.000118792,0.014041066
720,72.34464196,0.001269698,1.56E-05,0.000134349,0.014196634
721,72.44515159,0.001267135,1.76E-05,0.000117838,0.014025569
722,72.54566252,0.001267135,1.85E-05,0.000144839,0.014304519
723,72.64637275,0.001268089,1.81E-05,0.000120759,0.014069676
724,72.74696488,0.000375926,5.25E-06,0.000123739,0.005049109
725,72.8474339,5.13E-05,5.54E-06,0.000119328,0.001761317
726,72.94790881,0.001266658,1.82E-05,0.000118613,0.014035106
727,73.04837516,0.001266301,1.80E-05,0.000136614,0.014209151
728,73.14885445,0.001267016,1.57E-05,0.000120699,0.01403451
729,73.24941736,0.001266301,1.61E-05,0.000126839,0.014092326
